Data Year,Utility Number,Utility Name,State,County
2014,192,Akiachak Native Community Electric,AK,Bethel
2014,195,Alabama Power Co,AL,Autauga
2014,195,Alabama Power Co,AL,Baldwin
2014,195,Alabama Power Co,AL,Barbour
2014,195,Alabama Power Co,AL,Bibb
2014,195,Alabama Power Co,AL,Blount
2014,195,Alabama Power Co,AL,Bullock
2014,195,Alabama Power Co,AL,Butler
2014,195,Alabama Power Co,AL,Calhoun
2014,195,Alabama Power Co,AL,Chambers
2014,195,Alabama Power Co,AL,Cherokee
2014,195,Alabama Power Co,AL,Chilton
2014,195,Alabama Power Co,AL,Choctaw
2014,195,Alabama Power Co,AL,Clarke
2014,195,Alabama Power Co,AL,Clay
2014,195,Alabama Power Co,AL,Cleburne
2014,195,Alabama Power Co,AL,Coffee
2014,195,Alabama Power Co,AL,Conecuh
2014,195,Alabama Power Co,AL,Coosa
2014,195,Alabama Power Co,AL,Covington
2014,195,Alabama Power Co,AL,Crenshaw
2014,195,Alabama Power Co,AL,Cullman
2014,195,Alabama Power Co,AL,Dale
2014,195,Alabama Power Co,AL,Dallas
2014,195,Alabama Power Co,AL,Elmore
2014,195,Alabama Power Co,AL,Escambia
2014,195,Alabama Power Co,AL,Etowah
2014,195,Alabama Power Co,AL,Fayette
2014,195,Alabama Power Co,AL,Franklin
2014,195,Alabama Power Co,AL,Geneva
2014,195,Alabama Power Co,AL,Greene
2014,195,Alabama Power Co,AL,Hale
2014,195,Alabama Power Co,AL,Henry
2014,195,Alabama Power Co,AL,Houston
2014,195,Alabama Power Co,AL,Jefferson
2014,195,Alabama Power Co,AL,Lamar
2014,195,Alabama Power Co,AL,Lawrence
2014,195,Alabama Power Co,AL,Lee
2014,195,Alabama Power Co,AL,Lowndes
2014,195,Alabama Power Co,AL,Macon
2014,195,Alabama Power Co,AL,Marengo
2014,195,Alabama Power Co,AL,Marion
2014,195,Alabama Power Co,AL,Marshall
2014,195,Alabama Power Co,AL,Mobile
2014,195,Alabama Power Co,AL,Monroe
2014,195,Alabama Power Co,AL,Montgomery
2014,195,Alabama Power Co,AL,Perry
2014,195,Alabama Power Co,AL,Pickens
2014,195,Alabama Power Co,AL,Randolph
2014,195,Alabama Power Co,AL,Russell
2014,195,Alabama Power Co,AL,Shelby
2014,195,Alabama Power Co,AL,St Clair
2014,195,Alabama Power Co,AL,Sumter
2014,195,Alabama Power Co,AL,Talladega
2014,195,Alabama Power Co,AL,Tallapoosa
2014,195,Alabama Power Co,AL,Tuscaloosa
2014,195,Alabama Power Co,AL,Walker
2014,195,Alabama Power Co,AL,Washington
2014,195,Alabama Power Co,AL,Wilcox
2014,195,Alabama Power Co,AL,Winston
2014,198,City of Alton,IA,Sioux
2014,201,City of Alachua - (FL),FL,Alachua
2014,202,Town of Black Creek - (NC),NC,Wilson
2014,207,City of Alameda,CA,Alameda
2014,213,Alaska Electric Light&Power Co,AK,Juneau
2014,219,Alaska Power and Telephone Co,AK,Haines
2014,219,Alaska Power and Telephone Co,AK,Prince of Wales Ketchikan
2014,219,Alaska Power and Telephone Co,AK,Skagway Hoonah Angoon
2014,219,Alaska Power and Telephone Co,AK,Yukon Koyukuk
2014,221,"Alaska Village Elec Coop, Inc",AK,Bethel
2014,221,"Alaska Village Elec Coop, Inc",AK,Dillingham
2014,221,"Alaska Village Elec Coop, Inc",AK,Kodiak Island
2014,221,"Alaska Village Elec Coop, Inc",AK,Nome
2014,221,"Alaska Village Elec Coop, Inc",AK,Northwest Arctic
2014,221,"Alaska Village Elec Coop, Inc",AK,Wade Hampton
2014,221,"Alaska Village Elec Coop, Inc",AK,Yukon Koyukuk
2014,228,City of Albany - (MO),MO,Gentry
2014,229,City of Albany - (IL),IL,Whiteside
2014,230,Albany Water Gas & Light Comm,GA,Dougherty
2014,230,Albany Water Gas & Light Comm,GA,Lee
2014,232,City of Albemarle - (NC),NC,Stanly
2014,240,Albemarle Electric Member Corp,NC,Camden
2014,240,Albemarle Electric Member Corp,NC,Chowan
2014,240,Albemarle Electric Member Corp,NC,Currituck
2014,240,Albemarle Electric Member Corp,NC,Pasquotank
2014,240,Albemarle Electric Member Corp,NC,Perquimans
2014,241,Albertville Municipal Utilities Board,AL,Marshall
2014,244,City of Albion - (ID),ID,Cassia
2014,261,AGC Division of APG Inc,IN,Warrick
2014,266,City of Alpha - (MN),MN,Jackson
2014,276,Alcorn County Elec Power Assn,MS,Alcorn
2014,282,Village of Arcadia - (OH),OH,Hancock
2014,287,"Alder Mutual Light Co, Inc",WA,Pierce
2014,289,City of Alexander City,AL,Tallapoosa
2014,295,City of Alexandria - (MN),MN,Douglas
2014,296,"Alfalfa Electric Coop, Inc",KS,Barber
2014,296,"Alfalfa Electric Coop, Inc",KS,Harper
2014,296,"Alfalfa Electric Coop, Inc",OK,Alfalfa
2014,296,"Alfalfa Electric Coop, Inc",OK,Garfield
2014,296,"Alfalfa Electric Coop, Inc",OK,Grant
2014,296,"Alfalfa Electric Coop, Inc",OK,Major
2014,296,"Alfalfa Electric Coop, Inc",OK,Woods
2014,298,City of Alexandria - (LA),LA,Rapides
2014,305,Alger-Delta Coop Electric Assn,MI,Alger
2014,305,Alger-Delta Coop Electric Assn,MI,Delta
2014,305,Alger-Delta Coop Electric Assn,MI,Dickinson
2014,305,Alger-Delta Coop Electric Assn,MI,Marquette
2014,305,Alger-Delta Coop Electric Assn,MI,Menominee
2014,305,Alger-Delta Coop Electric Assn,MI,Schoolcraft
2014,307,Algoma Utility Comm,WI,Kewaunee
2014,308,City of Acworth - (GA),GA,Bartow
2014,308,City of Acworth - (GA),GA,Cobb
2014,309,City of Algona - (IA),IA,Kossuth
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Allamakee
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Bremer
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Chickasaw
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Clayton
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Delaware
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Dubuque
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Fayette
2014,329,"Allamakee-Clayton El Coop, Inc",IA,Winneshiek
2014,366,City of Allendale- (IL),IL,Wabash
2014,367,City of Alliance- (NE),NE,Box Butte
2014,367,City of Alliance- (NE),NE,Morrill
2014,385,City of Alma - (KS),KS,Wabaunsee
2014,392,Alpena Power Co,MI,Alcona
2014,392,Alpena Power Co,MI,Alpena
2014,392,Alpena Power Co,MI,Montmorency
2014,392,Alpena Power Co,MI,Presque Isle
2014,405,City of Alta - (IA),IA,Buena Vista
2014,406,City of Altamont - (IL),IL,Effingham
2014,407,Altamaha Electric Member Corp,GA,Emanuel
2014,407,Altamaha Electric Member Corp,GA,Johnson
2014,407,Altamaha Electric Member Corp,GA,Laurens
2014,407,Altamaha Electric Member Corp,GA,Montgomery
2014,407,Altamaha Electric Member Corp,GA,Tattnall
2014,407,Altamaha Electric Member Corp,GA,Toombs
2014,407,Altamaha Electric Member Corp,GA,Treutlen
2014,408,City of Altamont - (KS),KS,Labette
2014,416,City of Altus - (OK),OK,Jackson
2014,432,City of Alta Vista- (IA),IA,Chickasaw
2014,471,Amana Society Service Co,IA,Iowa
2014,482,City of Alvarado - (MN),MN,Marshall
2014,554,City of Ames - (IA),IA,Story
2014,560,City of Amherst- (OH),OH,Lorain
2014,562,Amicalola Electric Member Corp,GA,Bartow
2014,562,Amicalola Electric Member Corp,GA,Cherokee
2014,562,Amicalola Electric Member Corp,GA,Dawson
2014,562,Amicalola Electric Member Corp,GA,Fannin
2014,562,Amicalola Electric Member Corp,GA,Forsyth
2014,562,Amicalola Electric Member Corp,GA,Gilmer
2014,562,Amicalola Electric Member Corp,GA,Gordon
2014,562,Amicalola Electric Member Corp,GA,Lumpkin
2014,562,Amicalola Electric Member Corp,GA,Murray
2014,562,Amicalola Electric Member Corp,GA,Pickens
2014,571,City of Amory,MS,Monroe
2014,577,City of Alcoa Utilities,TN,Blount
2014,588,Anadarko Public Works Authority,OK,Caddo
2014,590,City of Anaheim - (CA),CA,Orange
2014,599,Anchorage Municipal Light and Power,AK,Anchorage
2014,604,City of Andalusia,AL,Covington
2014,636,City of Anderson - (IN),IN,Madison
2014,661,Village of Andover - (NY),NY,Allegany
2014,669,Village of Angelica - (NY),NY,Allegany
2014,682,City of Anita - (IA),IA,Cass
2014,689,Connexus Energy,MN,Anoka
2014,689,Connexus Energy,MN,Chisago
2014,689,Connexus Energy,MN,Hennepin
2014,689,Connexus Energy,MN,Isanti
2014,689,Connexus Energy,MN,Ramsey
2014,689,Connexus Energy,MN,Sherburne
2014,689,Connexus Energy,MN,Washington
2014,690,City of Bardstown - (KY),KY,Nelson
2014,691,City of Anoka,MN,Anoka
2014,691,City of Anoka,MN,Hennepin
2014,694,Anza Electric Coop Inc,CA,Riverside
2014,695,City of Ansley - (NE),NE,Custer
2014,700,City of Anthon - (IA),IA,Woodbury
2014,701,City of Anthony - (KS),KS,Harper
2014,719,Town of Apex- (NC),NC,Wake
2014,723,City of Aplington,IA,Butler
2014,727,Appalachian Electric Coop,TN,Grainger
2014,727,Appalachian Electric Coop,TN,Hamblen
2014,727,Appalachian Electric Coop,TN,Jefferson
2014,727,Appalachian Electric Coop,TN,Sevier
2014,733,Appalachian Power Co,VA,Albemarle
2014,733,Appalachian Power Co,VA,Amherst
2014,733,Appalachian Power Co,VA,Appomattox
2014,733,Appalachian Power Co,VA,Bedford
2014,733,Appalachian Power Co,VA,Bland
2014,733,Appalachian Power Co,VA,Botetourt
2014,733,Appalachian Power Co,VA,Buchanan
2014,733,Appalachian Power Co,VA,Buckingham
2014,733,Appalachian Power Co,VA,Campbell
2014,733,Appalachian Power Co,VA,Carroll
2014,733,Appalachian Power Co,VA,Craig
2014,733,Appalachian Power Co,VA,Dickenson
2014,733,Appalachian Power Co,VA,Floyd
2014,733,Appalachian Power Co,VA,Fluvanna
2014,733,Appalachian Power Co,VA,Franklin
2014,733,Appalachian Power Co,VA,Giles
2014,733,Appalachian Power Co,VA,Grayson
2014,733,Appalachian Power Co,VA,Henry
2014,733,Appalachian Power Co,VA,Montgomery
2014,733,Appalachian Power Co,VA,Nelson
2014,733,Appalachian Power Co,VA,Patrick
2014,733,Appalachian Power Co,VA,Pittsylvania
2014,733,Appalachian Power Co,VA,Pulaski
2014,733,Appalachian Power Co,VA,Roanoke
2014,733,Appalachian Power Co,VA,Russell
2014,733,Appalachian Power Co,VA,Scott
2014,733,Appalachian Power Co,VA,Smyth
2014,733,Appalachian Power Co,VA,Tazewell
2014,733,Appalachian Power Co,VA,Washington
2014,733,Appalachian Power Co,VA,Wise
2014,733,Appalachian Power Co,VA,Wythe
2014,733,Appalachian Power Co,WV,Boone
2014,733,Appalachian Power Co,WV,Cabell
2014,733,Appalachian Power Co,WV,Clay
2014,733,Appalachian Power Co,WV,Fayette
2014,733,Appalachian Power Co,WV,Greenbrier
2014,733,Appalachian Power Co,WV,Jackson
2014,733,Appalachian Power Co,WV,Kanawha
2014,733,Appalachian Power Co,WV,Lincoln
2014,733,Appalachian Power Co,WV,Logan
2014,733,Appalachian Power Co,WV,Mason
2014,733,Appalachian Power Co,WV,McDowell
2014,733,Appalachian Power Co,WV,Mercer
2014,733,Appalachian Power Co,WV,Mingo
2014,733,Appalachian Power Co,WV,Monroe
2014,733,Appalachian Power Co,WV,Nicholas
2014,733,Appalachian Power Co,WV,Putnam
2014,733,Appalachian Power Co,WV,Raleigh
2014,733,Appalachian Power Co,WV,Roane
2014,733,Appalachian Power Co,WV,Summers
2014,733,Appalachian Power Co,WV,Wayne
2014,733,Appalachian Power Co,WV,Wyoming
2014,750,Arab Electric Coop Inc,AL,Cullman
2014,750,Arab Electric Coop Inc,AL,Marshall
2014,752,City of Arapahoe - (NE),NE,Furnas
2014,764,City of Arcadia - (KS),KS,Crawford
2014,765,City of Arcadia - (WI),WI,Trempealeau
2014,768,City of Arcanum - (OH),OH,Darke
2014,789,Town of Argos,IN,Marshall
2014,792,City of Argyle - (WI),WI,Lafayette
2014,803,Arizona Public Service Co,AZ,Apache
2014,803,Arizona Public Service Co,AZ,Cochise
2014,803,Arizona Public Service Co,AZ,Coconino
2014,803,Arizona Public Service Co,AZ,Gila
2014,803,Arizona Public Service Co,AZ,Graham
2014,803,Arizona Public Service Co,AZ,Greenlee
2014,803,Arizona Public Service Co,AZ,Maricopa
2014,803,Arizona Public Service Co,AZ,Mohave
2014,803,Arizona Public Service Co,AZ,Navajo
2014,803,Arizona Public Service Co,AZ,Pima
2014,803,Arizona Public Service Co,AZ,Pinal
2014,803,Arizona Public Service Co,AZ,Santa Cruz
2014,803,Arizona Public Service Co,AZ,Yavapai
2014,803,Arizona Public Service Co,AZ,Yuma
2014,814,Entergy Arkansas Inc,AR,Arkansas
2014,814,Entergy Arkansas Inc,AR,Ashley
2014,814,Entergy Arkansas Inc,AR,Baxter
2014,814,Entergy Arkansas Inc,AR,Boone
2014,814,Entergy Arkansas Inc,AR,Bradley
2014,814,Entergy Arkansas Inc,AR,Calhoun
2014,814,Entergy Arkansas Inc,AR,Carroll
2014,814,Entergy Arkansas Inc,AR,Chicot
2014,814,Entergy Arkansas Inc,AR,Clark
2014,814,Entergy Arkansas Inc,AR,Clay
2014,814,Entergy Arkansas Inc,AR,Cleburne
2014,814,Entergy Arkansas Inc,AR,Cleveland
2014,814,Entergy Arkansas Inc,AR,Columbia
2014,814,Entergy Arkansas Inc,AR,Conway
2014,814,Entergy Arkansas Inc,AR,Craighead
2014,814,Entergy Arkansas Inc,AR,Crittenden
2014,814,Entergy Arkansas Inc,AR,Cross
2014,814,Entergy Arkansas Inc,AR,Dallas
2014,814,Entergy Arkansas Inc,AR,Desha
2014,814,Entergy Arkansas Inc,AR,Drew
2014,814,Entergy Arkansas Inc,AR,Faulkner
2014,814,Entergy Arkansas Inc,AR,Fulton
2014,814,Entergy Arkansas Inc,AR,Garland
2014,814,Entergy Arkansas Inc,AR,Grant
2014,814,Entergy Arkansas Inc,AR,Greene
2014,814,Entergy Arkansas Inc,AR,Hempstead
2014,814,Entergy Arkansas Inc,AR,Hot Spring
2014,814,Entergy Arkansas Inc,AR,Independence
2014,814,Entergy Arkansas Inc,AR,Izard
2014,814,Entergy Arkansas Inc,AR,Jackson
2014,814,Entergy Arkansas Inc,AR,Jefferson
2014,814,Entergy Arkansas Inc,AR,Johnson
2014,814,Entergy Arkansas Inc,AR,Lafayette
2014,814,Entergy Arkansas Inc,AR,Lawrence
2014,814,Entergy Arkansas Inc,AR,Lee
2014,814,Entergy Arkansas Inc,AR,Lincoln
2014,814,Entergy Arkansas Inc,AR,Logan
2014,814,Entergy Arkansas Inc,AR,Lonoke
2014,814,Entergy Arkansas Inc,AR,Marion
2014,814,Entergy Arkansas Inc,AR,Miller
2014,814,Entergy Arkansas Inc,AR,Mississippi
2014,814,Entergy Arkansas Inc,AR,Monroe
2014,814,Entergy Arkansas Inc,AR,Montgomery
2014,814,Entergy Arkansas Inc,AR,Nevada
2014,814,Entergy Arkansas Inc,AR,Newton
2014,814,Entergy Arkansas Inc,AR,Ouachita
2014,814,Entergy Arkansas Inc,AR,Perry
2014,814,Entergy Arkansas Inc,AR,Phillips
2014,814,Entergy Arkansas Inc,AR,Pike
2014,814,Entergy Arkansas Inc,AR,Poinsett
2014,814,Entergy Arkansas Inc,AR,Pope
2014,814,Entergy Arkansas Inc,AR,Prairie
2014,814,Entergy Arkansas Inc,AR,Pulaski
2014,814,Entergy Arkansas Inc,AR,Randolph
2014,814,Entergy Arkansas Inc,AR,Saline
2014,814,Entergy Arkansas Inc,AR,Scott
2014,814,Entergy Arkansas Inc,AR,Searcy
2014,814,Entergy Arkansas Inc,AR,Sharp
2014,814,Entergy Arkansas Inc,AR,St Francis
2014,814,Entergy Arkansas Inc,AR,Stone
2014,814,Entergy Arkansas Inc,AR,Union
2014,814,Entergy Arkansas Inc,AR,Van Buren
2014,814,Entergy Arkansas Inc,AR,White
2014,814,Entergy Arkansas Inc,AR,Woodruff
2014,814,Entergy Arkansas Inc,AR,Yell
2014,814,Entergy Arkansas Inc,TN,Tipton
2014,817,Arkansas Valley Elec Coop Corp,AR,Crawford
2014,817,Arkansas Valley Elec Coop Corp,AR,Franklin
2014,817,Arkansas Valley Elec Coop Corp,AR,Johnson
2014,817,Arkansas Valley Elec Coop Corp,AR,Logan
2014,817,Arkansas Valley Elec Coop Corp,AR,Madison
2014,817,Arkansas Valley Elec Coop Corp,AR,Newton
2014,817,Arkansas Valley Elec Coop Corp,AR,Pope
2014,817,Arkansas Valley Elec Coop Corp,AR,Scott
2014,817,Arkansas Valley Elec Coop Corp,AR,Sebastian
2014,817,Arkansas Valley Elec Coop Corp,AR,Yell
2014,817,Arkansas Valley Elec Coop Corp,OK,Adair
2014,817,Arkansas Valley Elec Coop Corp,OK,Le Flore
2014,817,Arkansas Valley Elec Coop Corp,OK,Sequoyah
2014,828,City of Arlington - (MN),MN,Sibley
2014,831,City of Arlington - (SD),SD,Brookings
2014,831,City of Arlington - (SD),SD,Kingsbury
2014,832,City of Arma - (KS),KS,Crawford
2014,871,Village of Arnold - (NE),NE,Custer
2014,878,Atmautluak Tribal Utilities,AK,Bethel
2014,887,"Arrowhead Electric Coop, Inc",MN,Cook
2014,887,"Arrowhead Electric Coop, Inc",MN,Lake
2014,902,Town of Ashburnham - (MA),MA,Worcester
2014,906,Town of Ashland,NH,Grafton
2014,907,City of Ashland - (OR),OR,Jackson
2014,911,City of Ashland - (KS),KS,Clark
2014,918,City of Aspen- (CO),CO,Pitkin
2014,925,"Ashley Chicot Elec Coop, Inc",AR,Ashley
2014,925,"Ashley Chicot Elec Coop, Inc",AR,Chicot
2014,925,"Ashley Chicot Elec Coop, Inc",AR,Drew
2014,925,"Ashley Chicot Elec Coop, Inc",LA,Morehouse
2014,942,Atchison-Holt Electric Coop,IA,Fremont
2014,942,Atchison-Holt Electric Coop,IA,Page
2014,942,Atchison-Holt Electric Coop,MO,Atchison
2014,942,Atchison-Holt Electric Coop,MO,Holt
2014,942,Atchison-Holt Electric Coop,MO,Nodaway
2014,944,City of Athens - (AL),AL,Limestone
2014,947,Athens Utility Board,TN,McMinn
2014,963,Atlantic City Electric Co,NJ,Atlantic
2014,963,Atlantic City Electric Co,NJ,Burlington
2014,963,Atlantic City Electric Co,NJ,Camden
2014,963,Atlantic City Electric Co,NJ,Cape May
2014,963,Atlantic City Electric Co,NJ,Cumberland
2014,963,Atlantic City Electric Co,NJ,Gloucester
2014,963,Atlantic City Electric Co,NJ,Ocean
2014,963,Atlantic City Electric Co,NJ,Salem
2014,965,Atlantic Municipal Utilities,IA,Audubon
2014,965,Atlantic Municipal Utilities,IA,Cass
2014,965,Atlantic Municipal Utilities,IA,Pottawattamie
2014,965,Atlantic Municipal Utilities,IA,Shelby
2014,989,City of Attica - (KS),KS,Harper
2014,993,Auburn Board of Public Works,NE,Johnson
2014,993,Auburn Board of Public Works,NE,Nemaha
2014,993,Auburn Board of Public Works,NE,Richardson
2014,994,City of Auburn - (IN),IN,DeKalb
2014,995,City of Auburn - (IA),IA,Sac
2014,998,City of Augusta - (KS),KS,Butler
2014,1000,City of Augusta - (AR),AR,Woodruff
2014,1002,City of Aurelia - (IA),IA,Cherokee
2014,1004,City of Aurora - (SD),SD,Brookings
2014,1009,City of Austin - (MN),MN,Mower
2014,1015,Austin Energy,TX,Travis
2014,1015,Austin Energy,TX,Williamson
2014,1024,City of Ava - (MO),MO,Douglas
2014,1024,City of Ava - (MO),MO,Lafayette
2014,1028,Town of Avilla - (IN),IN,Noble
2014,1033,City of Axtell - (KS),KS,Marshall
2014,1036,Town of Ayden - (NC),NC,Pitt
2014,1046,City of Aztec - (NM),NM,San Juan
2014,1050,City of Azusa,CA,Los Angeles
2014,1062,BARC Electric Coop Inc,VA,Alleghany
2014,1062,BARC Electric Coop Inc,VA,Augusta
2014,1062,BARC Electric Coop Inc,VA,Bath
2014,1062,BARC Electric Coop Inc,VA,Highland
2014,1062,BARC Electric Coop Inc,VA,Rockbridge
2014,1080,City of Badger - (SD),SD,Kingsbury
2014,1101,Bagley Public Utilities Comm,MN,Clearwater
2014,1119,Town of Bainbridge - (IN),IN,Putnam
2014,1148,City of Baldwin City- (KS),KS,Douglas
2014,1149,Baldwin County El Member Corp,AL,Baldwin
2014,1149,Baldwin County El Member Corp,AL,Monroe
2014,1167,Baltimore Gas & Electric Co,MD,Anne Arundel
2014,1167,Baltimore Gas & Electric Co,MD,Baltimore
2014,1167,Baltimore Gas & Electric Co,MD,Baltimore City
2014,1167,Baltimore Gas & Electric Co,MD,Calvert
2014,1167,Baltimore Gas & Electric Co,MD,Carroll
2014,1167,Baltimore Gas & Electric Co,MD,Harford
2014,1167,Baltimore Gas & Electric Co,MD,Howard
2014,1167,Baltimore Gas & Electric Co,MD,Montgomery
2014,1167,Baltimore Gas & Electric Co,MD,Prince Georges
2014,1169,Bailey County Elec Coop Assn,TX,Bailey
2014,1169,Bailey County Elec Coop Assn,TX,Castro
2014,1169,Bailey County Elec Coop Assn,TX,Cochran
2014,1169,Bailey County Elec Coop Assn,TX,Lamb
2014,1169,Bailey County Elec Coop Assn,TX,Parmer
2014,1170,Bamberg Board of Public Works,SC,Bamberg
2014,1172,Bancroft Municipal Utilities,IA,Kossuth
2014,1175,"Bandera Electric Coop, Inc",TX,Bandera
2014,1175,"Bandera Electric Coop, Inc",TX,Bexar
2014,1175,"Bandera Electric Coop, Inc",TX,Kendall
2014,1175,"Bandera Electric Coop, Inc",TX,Kerr
2014,1175,"Bandera Electric Coop, Inc",TX,Medina
2014,1175,"Bandera Electric Coop, Inc",TX,Real
2014,1175,"Bandera Electric Coop, Inc",TX,Uvalde
2014,1176,City of Bandon - (OR),OR,Coos
2014,1176,City of Bandon - (OR),OR,Curry
2014,1179,Emera Maine,ME,Aroostook
2014,1179,Emera Maine,ME,Hancock
2014,1179,Emera Maine,ME,Penobscot
2014,1179,Emera Maine,ME,Piscataquis
2014,1179,Emera Maine,ME,Waldo
2014,1179,Emera Maine,ME,Washington
2014,1181,City of Bangor - (WI),WI,La Crosse
2014,1181,City of Bangor - (WI),WI,Monroe
2014,1192,City of Banning - (CA),CA,Riverside
2014,1196,Village of Baraga - (MI),MI,Baraga
2014,1201,Barbourville Utility Comm,KY,Knox
2014,1205,City of Bardwell - (KY),KY,Carlisle
2014,1208,Town of Bargersville - (IN),IN,Johnson
2014,1232,City of Barnesville - (GA),GA,Lamar
2014,1233,City of Barnesville - (MN),MN,Clay
2014,1251,Barron Electric Coop,WI,Barron
2014,1251,Barron Electric Coop,WI,Burnett
2014,1251,Barron Electric Coop,WI,Chippewa
2014,1251,Barron Electric Coop,WI,Dunn
2014,1251,Barron Electric Coop,WI,Polk
2014,1251,Barron Electric Coop,WI,Rusk
2014,1251,Barron Electric Coop,WI,Sawyer
2014,1251,Barron Electric Coop,WI,Washburn
2014,1273,"Bartlett Electric Coop, Inc",TX,Bell
2014,1273,"Bartlett Electric Coop, Inc",TX,Burleson
2014,1273,"Bartlett Electric Coop, Inc",TX,Milam
2014,1273,"Bartlett Electric Coop, Inc",TX,Williamson
2014,1276,"Barrow Utils & Elec Coop, Inc",AK,North Slope
2014,1278,City of Barron - (WI),WI,Barron
2014,1279,Barry Electric Coop,MO,Barry
2014,1279,Barry Electric Coop,MO,McDonald
2014,1283,Bartholomew County Rural E M C,IN,Bartholomew
2014,1283,Bartholomew County Rural E M C,IN,Decatur
2014,1283,Bartholomew County Rural E M C,IN,Jackson
2014,1283,Bartholomew County Rural E M C,IN,Jennings
2014,1287,City of Bartlett - (TX),TX,Bell
2014,1287,City of Bartlett - (TX),TX,Williamson
2014,1299,"Barton Village, Inc",VT,Orleans
2014,1300,City of Bartow - (FL),FL,Polk
2014,1301,"Barton County Elec Coop, Inc",MO,Barton
2014,1301,"Barton County Elec Coop, Inc",MO,Cedar
2014,1301,"Barton County Elec Coop, Inc",MO,Dade
2014,1301,"Barton County Elec Coop, Inc",MO,Jasper
2014,1301,"Barton County Elec Coop, Inc",MO,Vernon
2014,1324,City of Bastrop - (TX),TX,Bastrop
2014,1325,City of Batavia - (IL),IL,Kane
2014,1326,Village of Bartley - (NE),NE,Red Willow
2014,1343,Bath Electric Gas & Water,NY,Steuben
2014,1346,City of Battle Creek- (NE),NE,Madison
2014,1353,City of Baudette - (MN),MN,Lake of the Woods
2014,1366,City of Bay City - (MI),MI,Bay
2014,1367,"Bayfield Electric Coop, Inc",MI,Gogebic
2014,1367,"Bayfield Electric Coop, Inc",WI,Ashland
2014,1367,"Bayfield Electric Coop, Inc",WI,Bayfield
2014,1367,"Bayfield Electric Coop, Inc",WI,Douglas
2014,1367,"Bayfield Electric Coop, Inc",WI,Iron
2014,1367,"Bayfield Electric Coop, Inc",WI,Sawyer
2014,1367,"Bayfield Electric Coop, Inc",WI,Vilas
2014,1374,City of Bayard - (NE),NE,Morrill
